Code,Title
9D42.2,      Peripheral field deficit
9D42.20,        Enlarged blind spot
9D42.21,        Arcuate scotoma
9D42.22,        Nasal step
9D42.23,        Ring scotoma
9D42.24,        Isolated peripheral scotoma
9D42.2Y,        Other specified peripheral field deficit
9D42.2Z,"        Peripheral field deficit, unspecified"
9D42.3,      Hemianopic or quadrantic loss
9D42.4,      Central scotoma
9D42.5,      Para central scotoma
9D42.6,      Homonymous hemianopia or quadrant anopia
9D42.60,        Right hemi field homonymous hemianopia or quadrant anopia
9D42.61,        Left hemi field homonymous hemianopia or quadrant anopia
9D42.6Y,        Other specified homonymous hemianopia or quadrant anopia
9D42.6Z,"        Homonymous hemianopia or quadrant anopia, unspecified"
9D42.7,      Heteronymous hemianopia or quadrant anopia
9D42.70,        Bi nasal defects heteronymous hemianopia or quadrant anopia
9D42.71,        Bi temporal defects heteronymous hemianopia or quadrant anopia
9D42.7Y,        Other specified heteronymous hemianopia or quadrant anopia
9D42.7Z,"        Heteronymous hemianopia or quadrant anopia, unspecified"
9D42.8,"      Visual field loss, other specified forms"
9D42.Y,      Other specified patterns of visual field impairment
9D42.Z,"      Patterns of visual field impairment, unspecified"
9D43,    Impairment of contrast vision
9D44,    Impairment of colour vision
9D45,    Impairment of light sensitivity
9D46,    Impairment of binocular functions
9D50,      Visual discomfort
9D51,      Transient visual loss
9D52,      Hemifield losses
9D53,      Entoptic phenomena
9D54,      Visual illusions
9D55,      Nonorganic visual loss
9D56,      Visual release hallucinations
9D5Y,      Other specified subjective visual experiences
9D5Z,"      Subjective visual experiences, unspecified"
9D7Y,    Other specified impairment of visual functions
9D7Z,"    Impairment of visual functions, unspecified"
9D90,    Vision impairment including blindness
9D90.1,      Mild vision impairment
9D90.2,      Moderate vision impairment
9D90.3,      Severe vision impairment
9D90.6,      Blindness
9D90.7,      Near vision impairment
9D92,    Specific vision dysfunctions
9D93,    Complex vision related dysfunctions
9D94,    Impairment of presenting visual acuity
9D95,    Impairment of best corrected visual acuity
9D96,    Impairment of uncorrected visual acuity
9D9Y,    Other specified vision impairment
9D9Z,"    Vision impairment, unspecified"
9E1Y,  Other specified diseases of the visual system
9E1Z,"  Diseases of the visual system, unspecified"
AA00,      Abscess of external ear
AA01,      Cellulitis of external ear
AA02,      Malignant otitis externa
AA03,      Otomycosis
AA04,      Perichondritis of external ear
AA0Y,      Other specified infectious diseases of external ear
AA0Z,"      Infectious diseases of external ear, unspecified"
AA10,        Seborrhoeic otitis externa
AA11,        Acute noninfectious otitis externa
AA12,        Chondrodermatitis nodularis
AA13,        Chronic otitis externa
AA1Y,        Other specified noninfectious inflammation of external ear
AA1Z,"        Noninfectious inflammation of external ear, unspecified"
AA3Y,      Other specified otitis externa
AA3Z,"      Otitis externa, unspecified"
AA40,      Acquired deformity of external auditory canal
AA40.0,        Exostosis of external auditory canal
AA40.1,        Acquired stenosis of external auditory canal
AA40.2,        Cholesteatoma of external auditory canal
AA40.Y,        Other specified acquired deformity of external auditory canal
AA41,      Acquired deformity of pinna
AA41.0,        Cauliflower ear
AA41.Y,        Other specified acquired deformity of pinna
AA42,      Impacted cerumen
AA4Y,      Other specified noninflammatory disorders of the external ear
AA4Z,"      Noninflammatory disorders of the external ear, unspecified"
AA6Z,"    Diseases of external ear, unspecified"
AA80,        Acute serous or mucoid otitis media
AA81,        Acute nonserous nonsuppurative otitis media
AA82,        Chronic serous or mucoid otitis media
AA83,        Noninfected otitis media with effusion
AA8Z,"        Nonsuppurative otitis media, unspecified"
AA90,        Acute suppurative otitis media
AA91,        Chronic suppurative otitis media
AA91.0,          Chronic tubotympanic suppurative otitis media
AA91.1,          Chronic atticoantral suppurative otitis media
AA91.2,          Other chronic suppurative otitis media
AA91.Z,"          Chronic suppurative otitis media, unspecified"
AA9Z,"        Suppurative otitis media, unspecified whether acute or chronic"
AB00,      Acute otitis media
AB01,      Chronic otitis media
AB0Y,      Other specified otitis media
AB0Z,"      Otitis media, unspecified"
AB10,    Disorders of Eustachian tube
AB10.0,      Diverticulum of Eustachian tube
AB10.1,      Patulous Eustachian tube
AB10.2,      Eustachian salpingitis
AB10.3,      Obstruction of Eustachian tube
AB10.Y,      Other specified disorders of Eustachian tube
AB10.Z,"      Disorders of Eustachian tube, unspecified"
AB11,    Mastoiditis or related conditions
AB11.0,      Acute mastoiditis
AB11.1,      Chronic mastoiditis
AB11.2,      Petrositis
AB11.3,"      Mastoiditis, not elsewhere classified"
AB11.Y,      Other specified mastoiditis or related conditions
AB12,    Cholesteatoma of middle ear
AB13,    Perforation of tympanic membrane
AB13.0,      Central perforation of tympanic membrane
AB13.1,      Attic perforation of tympanic membrane
AB13.2,      Other marginal perforations of tympanic membrane
AB13.Y,      Other specified perforation of tympanic membrane
AB13.Z,"      Perforation of tympanic membrane, unspecified"
AB14,    Acute myringitis
AB15,    Chronic myringitis
AB16,    Tympanosclerosis
AB17,    Adhesive middle ear disease
AB18,    Discontinuity or dislocation of ear ossicles
AB19,    Acquired abnormalities of ear ossicles not related to discontinuity or dislocation
AB1A,    Polyp of middle ear
AB1A.0,      Aural polyp
AB1A.Y,      Other specified polyp of middle ear
AB1A.Z,"      Polyp of middle ear, unspecified"
AB1B,    Middle ear cicatrix
AB1Y,    Other specified diseases of middle ear or mastoid
AB1Z,"    Diseases of middle ear or mastoid, unspecified"
AB30,    Acute vestibular syndrome
AB30.0,      Vestibular neuritis
AB30.1,      Labyrinthitis
AB30.Y,      Other specified acute vestibular syndrome
AB30.Z,"      Acute vestibular syndrome, unspecified"
AB31,    Episodic vestibular syndrome
AB31.0,      Meniere disease
AB31.1,      Vestibular migraine
AB31.2,      Benign positional paroxysmal vertigo
AB31.3,      Superior canal dehiscence syndrome
AB31.4,      Disembarkment syndrome
AB31.5,      Autoimmune inner ear disease
AB31.6,      Vestibular paroxysmia
AB31.7,      Vertiginous syndromes
AB31.Y,      Other specified episodic vestibular syndrome
AB31.Z,"      Episodic vestibular syndrome, unspecified"
AB32,    Chronic vestibular syndrome
AB32.0,      Persistent Postural Perceptual Dizziness
AB32.1,      Chronic unilateral idiopathic vestibulopathy
AB32.2,      Persistent unilateral vestibulopathy after vestibular neuronitis
AB32.3,      Unilateral vestibulopathy due to schwannoma
AB32.4,      Unilateral vestibulopathy after medical intervention
AB32.5,      Chronic bilateral vestibulopathy
AB32.Y,      Other specified chronic vestibular syndrome
AB32.Z,"      Chronic vestibular syndrome, unspecified"
AB33,    Otosclerosis
AB34,    Disorders of vestibular function
AB34.0,      Idiopathic bilateral vestibulopathy
AB34.1,      Other peripheral vertigo
AB34.Y,      Other specified disorders of vestibular function
AB34.Z,"      Disorders of vestibular function, unspecified"
AB35,    Labyrinthine fistula
AB36,    Labyrinthine dysfunction
AB37,    Noise effects on inner ear
AB3Y,    Other specified diseases of inner ear
AB3Z,"    Diseases of inner ear, unspecified"
AB50,    Congenital hearing impairment
AB50.0,      Congenital conductive hearing loss
AB50.1,      Congenital sensorineural hearing loss
AB50.2,      Congenital mixed conductive and sensorineural hearing loss
AB50.Y,      Other specified congenital hearing impairment
AB50.Z,"      Congenital hearing impairment, unspecified"
AB51,    Acquired hearing impairment
AB51.0,      Acquired conductive hearing loss
AB51.1,      Acquired sensorineural hearing loss
AB51.2,      Acquired mixed conductive and sensorineural hearing loss
AB51.Y,      Other specified acquired hearing impairment
AB51.Z,"      Acquired hearing impairment, unspecified"
AB52,    Deafness not otherwise specified
AB53,    Ototoxic hearing loss
AB54,    Presbycusis
AB55,    Sudden idiopathic hearing loss
AB56,    Hereditary hearing loss
AB57,    Auditory synaptopathy or neuropathy
AB5Y,    Other specified disorders with hearing impairment
AB5Z,"    Disorders with hearing impairment, unspecified"
AB70,    Otalgia or effusion of ear
AB70.0,      Otorrhoea
AB70.1,      Otorrhagia
AB70.2,      Otalgia
AB71,    Degenerative or vascular disorders of ear
AB72,    Disorders of acoustic nerve
AB72.0,      Acoustic neuritis
AB72.Y,      Other specified disorders of acoustic nerve
AB72.Z,"      Disorders of acoustic nerve, unspecified"
AB73,    Atrophy ear
AB7Y,"    Other specified disorders of ear, not elsewhere classified"
AB90,    Recurrent cholesteatoma of postmastoidectomy cavity
AB91,    Mucosal cyst of postmastoidectomy cavity
AB92,    Granulation of postmastoidectomy cavity
AB93,    Chronic inflammation of postmastoidectomy cavity
AC0Y,  Other specified diseases of the ear or mastoid process
AC0Z,"  Diseases of the ear or mastoid process, unspecified"
BA00,    Essential hypertension
BA00.0,      Combined diastolic and systolic hypertension
BA00.1,      Isolated diastolic hypertension
BA00.2,      Isolated systolic hypertension
BA00.Y,      Other specified essential hypertension
BA00.Z,"      Essential hypertension, unspecified"
BA01,    Hypertensive heart disease
BA02,    Hypertensive renal disease
BA03,    Hypertensive crisis
BA04,    Secondary hypertension
BA04.0,      Combined diastolic and systolic secondary hypertension
BA04.1,      Isolated diastolic secondary hypertension
BA04.2,      Isolated systolic secondary hypertension
BA04.Y,      Other specified secondary hypertension
BA04.Z,"      Secondary hypertension, unspecified"
BA20,    Idiopathic hypotension
BA21,    Orthostatic hypotension
BA2Y,    Other specified hypotension
BA2Z,"    Hypotension, unspecified"
BA40,      Angina pectoris
BA40.0,        Unstable angina
BA40.1,        Stable angina
BA40.Y,        Other specified angina pectoris
BA40.Z,"        Angina pectoris, unspecified"
BA41,      Acute myocardial infarction
BA41.0,        Acute ST elevation myocardial infarction
BA41.1,        Acute non ST elevation myocardial infarction
BA41.Z,"        Acute myocardial infarction, unspecified"
BA42,      Subsequent myocardial infarction
BA42.0,"        Subsequent myocardial infarction, ST elevation myocardial infarction"
BA42.1,"        Subsequent myocardial infarction, non ST elevation myocardial infarction"
BA42.Z,"        Subsequent myocardial infarction, unspecified"
BA43,      Coronary thrombosis not resulting in myocardial infarction
BA4Z,"      Acute ischaemic heart disease, unspecified"
BA50,      Old myocardial infarction
BA51,      Ischaemic cardiomyopathy
BA51.0,        Dilated cardiomyopathy due to congenital anomaly of coronary artery
BA51.Y,        Other specified ischaemic cardiomyopathy
BA51.Z,"        Ischaemic cardiomyopathy, unspecified"
BA52,      Coronary atherosclerosis
BA52.0,        Coronary atherosclerosis of native coronary artery
BA52.1,        Coronary atherosclerosis of autologous bypass graft
BA52.10,          Coronary atherosclerosis of arterial autologous bypass graft
BA52.11,          Coronary atherosclerosis of venous autologous bypass graft
BA52.1Z,          Coronary atherosclerosis of unspecified autologous bypass graft
BA52.2,        Coronary atherosclerosis of non autologous bypass graft
BA52.Z,"        Coronary atherosclerosis, unspecified site"
BA5Y,      Other specified chronic ischaemic heart disease
BA5Z,"      Chronic ischaemic heart disease, unspecified"
BA60,    Certain current complications following acute myocardial infarction
BA60.0,      Dressler syndrome
BA60.1,      Other pericarditis as current complication following acute myocardial infarction
BA60.2,      Ventricular aneurysm as current complication following acute myocardial infarction
BA60.3,      Ventricular septal defect as current complication following acute myocardial infarction
